Category,Content
novel,"Havia muitas vezes em que falava sobre um poço que tinha dentro de casa e, por alguma razão, não funcionava bem."
novel,"Carlão, sempre muito cordial, nunca me disse isso, mas eu tenho certeza que ele vazava pelo escape toda vez que o velho chegava perto."
novel,"Talvez pra tentar cortar o assunto e acabar com aquela assombração, resolveu ajudar o Come Gente a resolver o tal problema do poço."
novel,"Certo dia, disse ao velho que seu irmão mais novo era engenheiro, e que o chamaria para ajudar."
novel,"No primeiro fim de semana que pode, assim o fez."
novel,Alfredo só era dois ou três anos mais novo que Carlão.
novel,"Havia acabado de terminar engenharia civil e, como qualquer recém-formado, ainda não havia se estabelecido no mercado de trabalho."
novel,"Lembro de como era espirituoso e divertido, o tal Alfredo."
novel,"Foram poucas as vezes em que estivemos juntos, mas ele era todo piadas e diversão."
novel,"Contava histórias como ninguém e, acima de tudo, era altruísta por natureza: não havia coisa no mundo que lhe fizesse negar ajuda a quem lhe pedisse."
novel,"Não é de se surpreender, então, que não tenha sequer hesitado em ajudar o velho, mesmo sem conhecê-lo."
novel,"Naquela manhã de sábado, dei a sorte de estar na casa de Carlão quando Alfredo chegou para ver o tal poço."
novel,Deve ter passado cinco ou dez minutos conosco contando algum causo antes de atravessar a rua para a casa do velho.
novel,"Partiu rindo, o tal Alfredo, mas depois de algum tempo menos de uma hora, creio eu , voltou com um olhar que eu nunca mais vou esquecer."
novel,Alfredo estava mais nervoso que homem sem braço com coceira no cu.
novel,Carlão e eu emudecemos.
novel,"O olhar vago, transtornado, contemplava em silêncio o vazio."
novel,"Foi então que Alfredo, com uma voz afinada, disse: — Carlinhos... — como chamava o irmão."
novel,"— Tudo bem você querer pregar uma peça em alguém, mas não faça mais isso não, viu?— Mas Alfredo, o senhor só queria ajuda com o poço."
novel,O que foi que aconteceu?
novel,Alfredo então virou-se para nós.
novel,"— Eu não sei se você sabe, mas se não souber, eu vou logo lhe dizer."
novel,Eu acho que aquele velho é doido... Eu sempre soube.
novel,Sempre!
novel,"Olhe, se um dia eu visse o Come Gente levando um tombo na rua, faria o mesmo que qualquer pessoa de bom senso: deixar lá pra ver se morre."
novel,"Aqueles olhinhos apertados, se espremendo debaixo daquelas sobrancelhas cheias e dentes amarelados... Até o Satanás devia ter medo daquele velho."
tale,Peguei hoje um ônibus diferente para chegar à UFPE.
tale,"Na entrada da universidade, há um novo trecho da avenida em obras; o ônibus que eu normalmente pego caiu no abismo do caos e eu não podia chegar atrasado de jeito algum."
tale,"Subi no ônibus e o único assento vago à vista era o do cadeirante, logo à frente da porta do meio."
tale,"Mesmo no sol, com a cadeira torta e sem ventilação, me sentei."
tale,A música tocava alta nos fones de ouvido enquanto minha mente vagava em um pensamento qualquer.
tale,"Senti uma pontada de estranheza e, incerto, comecei a pensar."
tale,"Foi então que lembrei que poucas paradas depois da minha – por razões inexplicáveis à ciência –, um fluxo grande de idosos costuma entrar nos coletivos."
tale,"Não foi diferente dessa vez, e diante do meu assento, os idosos começaram a subir."
tale,"Em uma parada, a porta se abriu e subiu uma senhora."
tale,"Sentado em cadeira preferencial, era meu dever levantar, e eu ainda pegava fôlego para oferecer meu lugar quando, de subto, um rapaz sentado próximo o fez primeiro."
tale,Fiquei feliz pelo gesto dele e surpreso com a velocidade que teve.
tale,"A senhora sentou-se, o rapaz acomodou sua bolsa no chão e assim seguimos viagem."
tale,Mal imaginava eu que aquilo era um aviso do universo sobre o que estava por vir.
tale,"Na parada seguinte, um casal de idosos."
tale,"Outros dois rapazes, com a mesma velocidade, ofereceram seus lugares."
tale,"Na terceira, um senhor de cabelos ralos; levantou-se uma menina um pouco mais atrás para que se sentasse."
tale,"Surpreso, eu assistia a todo o episódio."
tale,Ninguém dizia nada ao outro.
tale,As pessoas que levantaram não trocaram uma palavra sequer.
tale,Mas era como se competissem para ver quem seria o mais gentil daquela curta viagem.
tale,O padrão se repetiu mais algumas vezes antes que chegasse minha parada.
tale,Não vi quando nenhuma daquelas pessoas desceu do ônibus.
tale,"Também não vi aonde cada pessoa foi, seguindo sua vida depois de tanta cordialidade."
tale,"Mas vi como pequenos gestos têm um poder incrível de mudar o dia alheio, e foi feliz assim que cheguei à universidade."
tale,"- Recife, Junho/19"
poem,Àqueles que pregam que o inferno conhecem.
poem,"Este poema, como travesseiro vos desejo..
Que a desgraça corroa suas faces."
poem,Que sua certeza preencha um caixão .
poem,Sete palmos embaixo de terra de lama.
poem,"Centopéias e vermes, de vós nada deixarão."
poem,"Pois o inferno, casa de minha alma."
poem,"É estaca enfiada, crânio de boi, terra batida..
No solo calvo e medonho, nem morte nasce."
poem,Até a mais forte fé entra em decomposição .
poem,"Solidão - fria e vazia -, silêncio de louco ."
poem,"Acompanham, daquele lugar, o seu guardião ."
poem,"E dei eu, no latente azar da vida."
poem,"A “sorte” de ele habitar eternamente..
Escolhido a dedo pelas entidades maléficas."
poem,"Cujos grandes tentáculos, sujos e pegajosos."
poem,Pegaram a mim para n'eu ele viver.
poem,Safados!
poem,Desgraçados!
poem,Mentirosos!.
poem,"Parasita, maníaco e solitário."
poem,"Desgraçadamente vazio preenche, o verme."
poem,"Cada centímetro cúbico deste corpo pútrido..
Nem carne, nem sangue, nem humor mora."
poem,"Ou amor, ou ternura ou compaixão."
poem,Nas terras desesperadas que o silêncio desola.
poem,"February 6th, 2016 5:27pm 
textos
poema

 Pois o inferno, casa de minha alma."
poem,"É estaca enfiada, crânio de boi, terra batida..
No solo calvo e medonho, nem morte nasce."
poem,Até a mais forte fé entra em decomposição .
poem,"Solidão - fria e vazia -, silêncio de louco ."
poem,"Acompanham, daquele lugar, o seu guardião ."
poem,"E dei eu, no latente azar da vida."
poem,"A “sorte” de ele habitar eternamente..
Escolhido a dedo pelas entidades maléficas."
poem,"Cujos grandes tentáculos, sujos e pegajosos."
poem,Pegaram a mim para n'eu ele viver.
poem,Safados!
poem,Desgraçados!
poem,Mentirosos!.
poem,"Parasita, maníaco e solitário."
poem,"Desgraçadamente vazio preenche, o verme."
poem,"Cada centímetro cúbico deste corpo pútrido..
Nem carne, nem sangue, nem humor mora."
poem,"Ou amor, ou ternura ou compaixão."
poem,Nas terras desesperadas que o silêncio desola.
poem,"February 6th, 2016 5:27pm 
textos
poema

 E dei eu, no latente azar da vida."
poem,"A “sorte” de ele habitar eternamente..
Escolhido a dedo pelas entidades maléficas."
poem,"Cujos grandes tentáculos, sujos e pegajosos."
poem,Pegaram a mim para n'eu ele viver.
poem,Safados!
poem,Desgraçados!
poem,Mentirosos!.
poem,"Parasita, maníaco e solitário."
poem,"Desgraçadamente vazio preenche, o verme."
poem,"Cada centímetro cúbico deste corpo pútrido..
Nem carne, nem sangue, nem humor mora."
poem,"Ou amor, ou ternura ou compaixão."
poem,Nas terras desesperadas que o silêncio desola.
poem,"February 6th, 2016 5:27pm 
textos
poema

 Parasita, maníaco e solitário."
poem,"Desgraçadamente vazio preenche, o verme."
poem,"Cada centímetro cúbico deste corpo pútrido..
Nem carne, nem sangue, nem humor mora."
poem,"Ou amor, ou ternura ou compaixão."
poem,Nas terras desesperadas que o silêncio desola.
poem,"February 6th, 2016 5:27pm 
textos
poema"
opinion,"Por um segundo pare para pensar: o que, afinal, é “loucura”?"
opinion,"O dicionário a define como “alteração mental caracterizada pelo afastamento mais ou menos prolongado do indivíduo de seus habituais métodos de pensar, sentir e agir”."
opinion,"Mas se a loucura anda tão próxima do habitual, também o faz a sanidade."
opinion,"E eis que nós, imersos em insanos hábitos, sequer paramos para saborear o sentido do que nos cerca."
opinion,"Trabalhamos, discutimos e decidimos como loucos, mas sempre dizemos que loucos são os outros."
opinion,Sempre os outros.
opinion,"E são moucos, ainda mais, por não querer ouvir a voz da razão!"
opinion,"A última vez que tentamos compreender o argumento oposto… Bem, não interessa quando foi."
opinion,Mas como são loucos os outros!
opinion,Como são loucos.
opinion,"Com ferro em brasa, atacamos a sociedade e criticamos as “horrendas” injustiças, mas cegamos nossa alma com vontade submissa caso alguém – nosso deus de estimação – nos ordene a assim agir."
opinion,"Para alguns, pecado maior não há que imagens adorar, mas não são imagens, distantes e desconhecidas, que lhes dizem no que devem pensar?"
opinion,"O salvador não mais desce dos céus, mas do planalto, e seus súditos aguardam com intenso sobressalto a cada novo mandamento de suas bíblias digitais."
opinion,"Como pardais, comendo os farelos do sofrimento alheio, dizemos nós que “fizemos do que podíamos até mais”."
opinion,"Pois eis que agora, ao fim de tudo, assistimos de longe as ruínas do mundo nas mãos de poucos."
opinion,Mas loucos?
opinion,São sempre os outros.
opinion,"Recife, 08 jan 2019."
tale,A fria colher metálica pesava sobre a ponta dos meus dedos.
tale,"Observando os tímidos semicírculos que desenhava na sopa, meus olhos mantinham-se baixos, numa tentativa falha de esconder a culpa que me tragava."
tale,Foi preciso ficar internado em um hospital para que eu finalmente reparasse em sua delicada presença.
tale,"Logo ele, que sempre estivera ali e, por tanto e tanto tempo, nunca havia ganhado sequer um pedaço de minha atenção."
tale,"Pois agora, entre o tilintar da colher e tímido sorver da canja fumegante, eu evitava o contato visual, completamente envergonhado."
tale,"Em silêncio, ele não me bajulava, tampouco me repreendia; estava apenas sentado à minha frente, tamborilando calmamente com os dedos sobre a mesa num compasso lento e gradual."
tale,"Parecia não incomodar-se com a constrangedora ausência de diálogo que nos rodeava — depois de tanto tempo, provavelmente tinha se acostumado àquilo."
tale,"Para mim, aqueles eram segundos intermináveis, separados por um abismo profundo entre os tics e os tacs do relógio."
tale,"E eu, depois de quase uma hora ali prostrado, finalmente ergui a cabeça e, com um grande suspiro, deixei cair pelos lábios um triste pedido de desculpas."
tale,Ele nada respondeu.
tale,Apenas fitou-me em silêncio antes de caminhar seus olhos negros e profundos sobre a canja outra vez.
tale,A sobrancelha arqueada indagava sem interesse: não vai querer mais?
tale,Mas não precisei dizer nada.
tale,Ele já sabia a resposta.
tale,Refugiei meus olhos na canja outra vez.
tale,"Era curioso como, desde que entrara no hospital, eu estava comendo quantidades menores que o habitual, mas me sentindo consideravelmente melhor."
tale,"Não que os alimentos dali fossem diferentes, ou que o tempero do hospital fosse mais saboroso que o meu (embora isso não estivesse longe de ser verdade)."
tale,"A única diferença era que, pela primeira vez, eu estava consciente do ato de comer."
tale,Visitar o passado após essa percepção trazia à minha mente um encontro indesejado com a vergonha.
tale,"Quantas vezes eu não havia engolido tudo com voracidade, em vez de permitir a mim mesmo a sutil felicidade que é inata ao comer?"
tale,"O aroma natural dos temperos, a aquarela de sabores dos pratos, as texturas variadas dos grãos… Dominado por compromissos inacabáveis de uma terrível agenda pulsante, eu corria contra o prazer e o bem-estar numa insana maratona contra o tempo e, do que realmente importava, nada mais sabia."
tale,"E o pior era que ele, no longo curso dos anos, esteve sempre como agora: atento a me olhar."
tale,Que mais poderia fazer?
tale,"Sentado eternamente à minha frente, permanecia em silêncio enquanto eu devorava cada prato das refeições e, mergulhado em meu próprio mundo paralelo, ignorava sua humilde e singela presença."
tale,Foi atordoado por essa percepção que fitei-o desnorteado e deixei a pergunta escapar.
tale,Com que frequência eu fazia isso?
tale,"Ele, ainda em silêncio, ergueu as sobrancelhas com uma certa surpresa."
tale,"""O tempo todo"", elas responderam."
tale,Dei-me conta que verdade maior que aquela o mundo não haveria de ter.
tale,"De um canto escuro da memória, me veio a lembrança de que, a cada dia que passa, temos todos mais de 6.000 pensamentos."
tale,De onde eu tinha tirado isso?
tale,Era de um estudo?
tale,Um documentário?
tale,"Conseguir recordar a fonte me parecia improvável, mas não fazia diferença."
tale,"Com um fluxo tão grande de ideias explodindo em minha mente, pouco tempo eu dedicava a apreciar o presente e a realidade."
tale,Essa era a realidade.
tale,"Foi assim que passei os últimos 9 dias, 11 meses e 37 anos de minha existência, correndo cada vez mais rápido em direção a algo que eu simplesmente não sabia explicar, pensando e pensando em mil e uma coisas em vez de perceber o mundo que se deitava à minha frente… Exatamente como fazia agora."
